year,transect,lattitude,longitude,depth_m_,dfs_m_,substrate.code,point,potfol,elonut,cerdem,najfle,potcri,myrspi,valame,najmin,potgra,potper,zanpal,calsp,nymodo,lemmin,spipol,stupec,elasp,potbic,potpus,unidentif3,elesp,spaspp,typha,point_sum_myrspi,point_sum_cerdem,point_sum_others,june_temp,june_dew_point,precipitation
2008,7,41.47057,-73.43444,9,80,4,6,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,17,3,14,72.29,63.6,0
2009,7,41.4472,-73.42978,1.2,20,1,6,NA,NA,2,0,NA,2,4,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,17,3,14,67.95,60.52,0
2009,7,41.57115,-73.48836,1.5,5,5,7,NA,NA,0,0,NA,2,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,26,6,11,67.95,60.52,0
2009,7,41.51404,-73.45352,1.9,20,5,7,NA,NA,0,0,NA,3,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,26,6,11,67.95,60.52,0
2009,7,41.42388,-73.45266,0.9,10,1,7,NA,NA,3,0,NA,3,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,26,6,11,67.95,60.52,0
2009,7,41.5021,-73.45175,2,20,5,7,NA,NA,0,0,NA,3,0,4,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,26,6,11,67.95,60.52,0
2009,7,41.42756,-73.44928,0.5,5,5,7,NA,NA,0,0,NA,3,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,26,6,11,67.95,60.52,0
2009,7,41.5715145,-73.44432,0,50,NA,7,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,26,6,11,67.95,60.52,0
2008,7,41.51285,-73.44127,0.8,10,5,7,NA,NA,0,NA,0,0,0,0,NA,0,2,NA,0,0,NA,0,0,0,0,1,NA,NA,NA,26,6,11,72.29,63.6,0
2009,7,41.51297,-73.44122,0.3,0,5,7,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,26,6,11,67.95,60.52,0
2008,7,41.51252,-73.44119,2.1,50,5,7,NA,NA,0,NA,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,26,6,11,72.29,63.6,0
2009,7,41.4802,-73.43539,2.1,70,5,7,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,26,6,11,67.95,60.52,0
2008,7,41.47028,-73.43518,2.2,10,5,7,NA,NA,0,NA,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,26,6,11,72.29,63.6,0
2009,7,41.48039,-73.43486,1.9,20,5,7,NA,NA,3,0,NA,1,0,0,NA,1,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,26,6,11,67.95,60.52,0
2008,7,41.47046,-73.4345,9,70,4,7,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,26,6,11,72.29,63.6,0
2009,7,41.44713,-73.42986,0.5,10,1,7,NA,NA,0,0,NA,3,3,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,26,6,11,67.95,60.52,0
2009,7,41.57111,-73.4884,1,10,5,8,NA,NA,0,0,NA,2,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,7,8,67.95,60.52,0
2009,7,41.51416,-73.45354,2,30,5,8,NA,NA,0,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,7,8,67.95,60.52,0
2009,7,41.42384,-73.45266,0.4,5,1,8,NA,NA,0,0,NA,1,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,7,8,67.95,60.52,0
2009,7,41.50223,-73.45148,0,0,5,8,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,7,8,67.95,60.52,0
2009,7,41.42753,-73.44929,2.1,10,5,8,NA,NA,4,0,NA,3,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,7,8,67.95,60.52,0
2008,7,41.5129,-73.44125,0.5,5,5,8,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,NA,NA,NA,30,7,8,72.29,63.6,0
2009,7,41.51222,-73.44123,0,80,NA,8,NA,NA,0,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,7,8,67.95,60.52,0
2008,7,41.51262,-73.4412,1.8,40,5,8,NA,NA,0,NA,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,30,7,8,72.29,63.6,0
2009,7,41.48017,-73.43551,2,80,5,8,NA,NA,0,0,NA,2,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,7,8,67.95,60.52,0
2008,7,41.48032,-73.43507,2.2,40,5,8,NA,NA,1,NA,0,5,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,30,7,8,72.29,63.6,0
2009,7,41.47026,-73.43494,0,30,NA,8,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,7,8,67.95,60.52,0
2008,7,41.47034,-73.43459,9,60,4,8,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,30,7,8,72.29,63.6,0
2009,7,41.4471,-73.42991,0.5,5,1,8,NA,NA,2,0,NA,3,2,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,30,7,8,67.95,60.52,0
2008,7,41.44726,-73.42947,0.3,43,5,8,NA,NA,0,NA,0,2,0,2,NA,0,1,NA,0,1,NA,0,0,1,0,0,NA,NA,NA,30,7,8,72.29,63.6,0
2009,7,41.57101,-73.48847,1.5,20,5,9,NA,NA,0,0,NA,3,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,31,6,7,67.95,60.52,0
2009,7,41.51396,-73.45355,1,10,5,9,NA,NA,0,0,NA,2,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,31,6,7,67.95,60.52,0
2009,7,41.42407,-73.45273,2,30,5,9,NA,NA,3,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,31,6,7,67.95,60.52,0
2009,7,41.50225,-73.45155,1,5,5,9,NA,NA,0,0,NA,2,0,2,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,31,6,7,67.95,60.52,0
2009,7,41.42747,-73.4494,3.2,20,5,9,NA,NA,3,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,31,6,7,67.95,60.52,0
2009,7,41.57151,-73.44274,0.1,0,5,9,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,31,6,7,67.95,60.52,0
2008,7,41.51268,-73.44123,1,30,6,9,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,31,6,7,72.29,63.6,0
2008,7,41.51237,-73.44121,3,70,6,9,NA,NA,0,NA,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,31,6,7,72.29,63.6,0
2009,7,41.5125,-73.44114,0,50,NA,9,NA,NA,0,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,31,6,7,67.95,60.52,0
2008,7,41.47027,-73.43508,3,20,4,9,NA,NA,0,NA,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,31,6,7,72.29,63.6,0
2009,7,41.48038,-73.434968,2,30,5,9,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,31,6,7,67.95,60.52,0
2008,7,41.48042,-73.43463,0.2,0,5,9,NA,NA,0,NA,0,2,0,0,NA,2,0,NA,0,0,NA,0,1,0,0,1,NA,NA,NA,31,6,7,72.29,63.6,0
2009,7,41.44706,-73.42996,0.1,0,5,9,NA,NA,0,0,NA,2,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,31,6,7,67.95,60.52,0
2008,7,41.44724,-73.4295,0.5,40,5,9,NA,NA,0,NA,0,5,0,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,NA,NA,NA,31,6,7,72.29,63.6,0
2009,7,41.57055,-73.48884,0,80,NA,10,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,27,5,7,67.95,60.52,0
2009,7,41.57094,-73.48851,2.2,30,5,10,NA,NA,0,0,NA,2,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,27,5,7,67.95,60.52,0
2009,7,41.51392,-73.45356,0.5,5,5,10,NA,NA,0,0,NA,1,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,27,5,7,67.95,60.52,0
2009,7,41.42396,-73.45273,1.8,20,5,10,NA,NA,0,0,NA,4,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,27,5,7,67.95,60.52,0
2009,7,41.50223,-73.45162,1,10,5,10,NA,NA,0,0,NA,2,0,4,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,27,5,7,67.95,60.52,0
2009,7,41.42746,-73.44954,3.5,30,5,10,NA,NA,5,0,NA,3,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,27,5,7,67.95,60.52,0
2009,7,41.57151,-73.44279,0.8,5,5,10,NA,NA,0,0,NA,2,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,27,5,7,67.95,60.52,0
2008,7,41.5124,-73.44122,2.96,60,5,10,NA,NA,0,NA,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,27,5,7,72.29,63.6,0
2008,7,41.51294,-73.44122,0.3,1,6,10,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,27,5,7,72.29,63.6,0
2009,7,41.51271,-73.44115,2.2,30,5,10,NA,NA,0,0,NA,3,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,27,5,7,67.95,60.52,0
2008,7,41.48035,-73.43518,2.5,50,5,10,NA,NA,0,NA,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,27,5,7,72.29,63.6,0
2009,7,41.48034,-73.43508,2.5,40,5,10,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,27,5,7,67.95,60.52,0
2008,7,41.4804,-73.43465,0.8,5,5,10,NA,NA,0,NA,0,2,0,1,NA,2,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,27,5,7,72.29,63.6,0
2009,7,41.47021,-73.43432,0,80,NA,10,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,27,5,7,67.95,60.52,0
2011,8,41.57065,-73.4886,4.4,70,1,1,0,NA,3,0,NA,2,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,38,8,5,74.23,64.54,0
2010,8,41.5146,-73.45341,5,80,4,1,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,38,8,5,74.49,63.74,0
2011,8,41.51395,-73.45332,1.1,10,1,1,0,NA,0,0,NA,5,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,38,8,5,74.23,64.54,0
2011,8,41.51441,-73.45329,3,60,1,1,0,NA,0,0,NA,2,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,38,8,5,74.23,64.54,0
2010,8,41.42427,-73.45277,1.8,50,5,1,NA,NA,4,NA,NA,4,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,38,8,5,74.49,63.74,0
2010,8,41.50224,-73.45212,3.1,50,5,1,NA,NA,0,NA,NA,4,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,38,8,5,74.49,63.74,0
2011,8,41.50248,-73.45205,3,60,5,1,0,NA,0,0,NA,3,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,38,8,5,74.23,64.54,0
2011,8,41.50235,-73.45172,1.4,30,5,1,0,NA,0,0,NA,3,0,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,38,8,5,74.23,64.54,0
2011,8,41.42715,-73.44995,3.3,80,1,1,0,NA,1,0,NA,3,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,38,8,5,74.23,64.54,0
2010,8,41.5718,-73.44366,12,80,4,1,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,38,8,5,74.49,63.74,0
2010,8,41.57154,-73.44313,3.2,30,1,1,NA,NA,0,NA,NA,4,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,38,8,5,74.49,63.74,0
2010,8,41.51239,-73.44115,5,60,4,1,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,38,8,5,74.49,63.74,0
2010,8,41.48045,-73.4349,1.6,20,1,1,NA,NA,0,NA,NA,5,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,38,8,5,74.49,63.74,0
2010,8,41.4805,-73.43472,0.8,5,5,1,NA,NA,0,NA,NA,3,0,2,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,38,8,5,74.49,63.74,0
2011,8,41.57052,-73.48864,4.4,80,1,2,0,NA,1,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,29,7,0,74.23,64.54,0
2010,8,41.57079,-73.48861,2.2,50,4,2,NA,NA,0,NA,NA,4,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,29,7,0,74.49,63.74,0
2010,8,41.51403,-73.45343,1.3,20,1,2,NA,NA,0,NA,NA,3,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,29,7,0,74.49,63.74,0
2011,8,41.51458,-73.45335,5.5,80,1,2,0,NA,0,0,NA,0,0,-8,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,29,7,0,74.23,64.54,0
2011,8,41.51386,-73.45329,0.5,5,2,2,0,NA,0,0,NA,2,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,29,7,0,74.23,64.54,0
2010,8,41.4241,-73.45266,1.5,30,5,2,NA,NA,3,NA,NA,3,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,29,7,0,74.49,63.74,0
2011,8,41.42379,-73.45249,0.5,5,1,2,0,NA,2,0,NA,3,0,0,NA,NA,NA,NA,0,2,2,NA,NA,NA,NA,NA,0,NA,NA,29,7,0,74.23,64.54,0
2010,8,41.5021,-73.4515,0.1,0.1,5,2,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,29,7,0,74.49,63.74,0
2011,8,41.50215,-73.45147,0.5,5,5,2,0,NA,0,0,NA,2,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,29,7,0,74.23,64.54,0
2010,8,41.57172,-73.44356,9,70,4,2,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,29,7,0,74.49,63.74,0
2010,8,41.57148,-73.44276,0.2,0,4,2,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,29,7,0,74.49,63.74,0
2010,8,41.48027,-73.43547,1.5,70,4,2,NA,NA,0,NA,NA,5,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,29,7,0,74.49,63.74,0
2010,8,41.47028,-73.43495,9,30,5,2,NA,NA,0,NA,NA,4,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,29,7,0,74.49,63.74,0
2010,8,41.4471,-73.42975,0.5,5,1,2,NA,NA,1,NA,NA,3,1,2,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,0,NA,NA,29,7,0,74.49,63.74,0
2010,8,41.57086,-73.48854,1.9,40,4,3,NA,NA,0,NA,NA,3,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,37,21,11,74.49,63.74,0
2011,8,41.57082,-73.48854,2.3,50,1,3,0,NA,2,0,NA,3,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,37,21,11,74.23,64.54,0
2010,8,41.51411,-73.45344,1.8,30,1,3,NA,NA,0,NA,NA,5,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,37,21,11,74.49,63.74,0
2011,8,41.51452,-73.45332,4.7,70,1,3,0,NA,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,37,21,11,74.23,64.54,0
2011,8,41.42448,-73.45284,1.4,80,1,3,0,NA,2,0,NA,4,0,2,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,37,21,11,74.23,64.54,0
2010,8,41.42394,-73.45259,1,10,4,3,NA,NA,3,NA,NA,3,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,37,21,11,74.49,63.74,0
2011,8,41.42387,-73.45252,0.75,10,1,3,0,NA,5,0,NA,5,0,0,NA,NA,NA,NA,0,2,2,NA,NA,NA,NA,NA,0,NA,NA,37,21,11,74.23,64.54,0
2010,8,41.50221,-73.4522,4,60,5,3,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,37,21,11,74.49,63.74,0
2011,8,41.4272,-73.44987,1.2,70,5,3,0,NA,2,0,NA,3,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,37,21,11,74.23,64.54,0
2010,8,41.4276,-73.44935,1.6,5,6,3,NA,NA,3,NA,NA,3,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,37,21,11,74.49,63.74,0
2010,8,41.51282,-73.44119,1.8,10,5,3,NA,NA,0,NA,NA,4,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,37,21,11,74.49,63.74,0
2010,8,41.51228,-73.44111,6,70,4,3,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,37,21,11,74.49,63.74,0
2010,8,41.47023,-73.43516,2,10,5,3,NA,NA,0,NA,NA,1,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,37,21,11,74.49,63.74,0
2010,8,41.44704,-73.42978,0.1,0.2,1,3,NA,NA,3,NA,NA,3,2,2,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,0,NA,NA,37,21,11,74.49,63.74,0
2010,8,41.57072,-73.48867,3,60,4,4,NA,NA,0,NA,NA,3,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,50,18,8,74.49,63.74,0
2011,8,41.57068,-73.4885,2.9,60,1,4,0,NA,4,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,50,18,8,74.23,64.54,0
2010,8,41.57099,-73.48845,1.2,30,1,4,NA,NA,0,NA,NA,5,0,0,NA,NA,NA,NA,2,0,0,0,0,NA,NA,NA,0,NA,NA,50,18,8,74.49,63.74,0
2011,8,41.51415,-73.45332,1.8,30,1,4,0,NA,0,0,NA,5,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,50,18,8,74.23,64.54,0
2010,8,41.42443,-73.45292,2,70,4,4,NA,NA,3,NA,NA,2,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,50,18,8,74.49,63.74,0
2010,8,41.42418,-73.45273,1.8,40,5,4,NA,NA,3,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,50,18,8,74.49,63.74,0
2011,8,41.42431,-73.45271,2.2,0,1,4,0,NA,3,0,NA,3,0,2,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,50,18,8,74.23,64.54,0
2011,8,41.50249,-73.45212,3.5,70,5,4,0,NA,0,0,NA,4,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,50,18,8,74.23,64.54,0
2010,8,41.50213,-73.45184,2.1,30,5,4,NA,NA,0,NA,NA,5,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,50,18,8,74.49,63.74,0
2011,8,41.50233,-73.4518,2.1,40,5,4,0,NA,0,0,NA,5,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,50,18,8,74.23,64.54,0
2011,8,41.4273,-73.44962,2.5,50,1,4,0,NA,2,0,NA,5,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,50,18,8,74.23,64.54,0
2010,8,41.42757,-73.44941,2.1,10,4,4,NA,NA,3,NA,NA,2,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,50,18,8,74.49,63.74,0
2010,8,41.57152,-73.44285,1,5,6,4,NA,NA,0,NA,NA,3,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,50,18,8,74.49,63.74,0
2010,8,41.51253,-73.44115,3,40,5,4,NA,NA,0,NA,NA,4,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,50,18,8,74.49,63.74,0
2010,8,41.48045,-73.435,1.9,30,4,4,NA,NA,0,NA,NA,4,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,50,18,8,74.49,63.74,0
2010,8,41.44712,-73.42973,0.8,10,5,4,NA,NA,0,NA,NA,0,4,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,50,18,8,74.49,63.74,0
2011,8,41.5709,-73.4885,2.2,40,1,5,0,NA,2,0,NA,2,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,28,8,5,74.23,64.54,0
2010,8,41.571040000000004,-73.48841,1,20,1,5,NA,NA,0,NA,NA,2,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,28,8,5,74.49,63.74,0
2011,8,41.57124,-73.48832,0.8,2,1,5,0,NA,2,0,NA,2,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,28,8,5,74.23,64.54,0
2010,8,41.51396,-73.45342,0.8,10,1,5,NA,NA,0,NA,NA,2,0,1,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,28,8,5,74.49,63.74,0
2011,8,41.42421,-73.45272,2.2,50,1,5,0,NA,2,0,NA,4,0,2,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,28,8,5,74.23,64.54,0
2010,8,41.50211,-73.45244,5.2,80,4,5,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,28,8,5,74.49,63.74,0
2010,8,41.42722,-73.45009,3,80,4,5,NA,NA,0,NA,NA,3,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,28,8,5,74.49,63.74,0
2011,8,41.42749,-73.44939,3.3,20,1,5,0,NA,2,0,NA,3,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,28,8,5,74.23,64.54,0
2010,8,41.42763,-73.44931,0.1,1,6,5,NA,NA,0,NA,NA,3,0,0,NA,NA,NA,NA,0,0,0,0,2,NA,NA,NA,0,NA,NA,28,8,5,74.49,63.74,0
2010,8,41.51294,-73.44119,2,0,5,5,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,28,8,5,74.49,63.74,0
2010,8,41.51265,-73.44113,1.9,30,6,5,NA,NA,0,NA,NA,4,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,28,8,5,74.49,63.74,0
2010,8,41.48034,-73.43524,2,50,4,5,NA,NA,0,NA,NA,3,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,28,8,5,74.49,63.74,0
2010,8,41.47051,-73.4345,10,70,4,5,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,28,8,5,74.49,63.74,0
2010,8,41.47047,-73.43433,10,80,4,5,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,28,8,5,74.49,63.74,0
2011,8,41.57072,-73.48855,2.6,60,4,6,0,NA,0,NA,NA,2,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,34,9,11,74.23,64.54,0
2010,8,41.57111,-73.48837,0.8,10,1,6,NA,NA,0,NA,NA,2,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,34,9,11,74.49,63.74,0
2010,8,41.51386,-73.45337,0.2,0,1,6,NA,NA,0,NA,NA,3,3,2,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,34,9,11,74.49,63.74,0
2011,8,41.51406,-73.45334,0.8,20,1,6,0,NA,0,0,NA,5,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,34,9,11,74.23,64.54,0
2011,8,41.42412,-73.45267,1.2,40,1,6,0,NA,2,0,NA,4,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,34,9,11,74.23,64.54,0
2010,8,41.42403,-73.4526,2,20,5,6,NA,NA,2,NA,NA,2,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,34,9,11,74.49,63.74,0
2011,8,41.50256,-73.45221,4.3,80,5,6,0,NA,0,0,NA,3,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,34,9,11,74.23,64.54,0
