transect,point,lattitude,longitude,year,potfol,elonut,cerdem,najfle,potcri,myrspi,valame,najmin,potgra,potper,zanpal,calsp,nymodo,lemmin,spipol,stupec,elasp,potbic,potpus,unidentif3,elesp,spaspp,typha,point_sum,yearly_sum,potfol_sum,elonut_sum,cerdem_sum,najfle_sum,potcri_sum,myrspi_sum,valame_sum,najmin_sum,potgra_sum,potper_sum,zanpal_sum,calsp_sum,nymodo_sum,lemmin_sum,spipol_sum,stupec_sum,elasp_sum,potbic_sum,potpus_sum,unidentif3_sum,elesp_sum,spaspp_sum,typha_sum,other_sum
8,9,41.4239,-73.45254,2010,NA,NA,1,NA,NA,4,0,2,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,7,323,0,0,51,0,0,216,13,21,0,0,0,0,2,3,2,8,4,0,0,0,3,0,0,56
8,9,41.250216,-73.45151,2011,0,NA,0,0,NA,0,0,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,3,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
8,9,41.42721,-73.44995,2010,NA,NA,0,NA,NA,2,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,2,323,0,0,51,0,0,216,13,21,0,0,0,0,2,3,2,8,4,0,0,0,3,0,0,56
8,9,41.4273,-73.44988,2010,NA,NA,0,NA,NA,2,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,2,323,0,0,51,0,0,216,13,21,0,0,0,0,2,3,2,8,4,0,0,0,3,0,0,56
8,9,41.57151,-73.44291,2010,NA,NA,0,NA,NA,3,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,3,323,0,0,51,0,0,216,13,21,0,0,0,0,2,3,2,8,4,0,0,0,3,0,0,56
8,9,41.51248,-73.44118,2010,NA,NA,0,NA,NA,4,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,4,323,0,0,51,0,0,216,13,21,0,0,0,0,2,3,2,8,4,0,0,0,3,0,0,56
8,9,41.4702,-73.43528,2010,NA,NA,0,NA,NA,4,0,0,NA,NA,NA,NA,0,0,0,2,0,NA,NA,NA,0,NA,NA,6,323,0,0,51,0,0,216,13,21,0,0,0,0,2,3,2,8,4,0,0,0,3,0,0,56
8,9,41.47029,-73.43481,2010,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,323,0,0,51,0,0,216,13,21,0,0,0,0,2,3,2,8,4,0,0,0,3,0,0,56
8,9,41.44733,-73.4295,2010,NA,NA,2,NA,NA,4,0,2,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,0,NA,NA,9,323,0,0,51,0,0,216,13,21,0,0,0,0,2,3,2,8,4,0,0,0,3,0,0,56
8,10,41.57099,-73.48847,2011,0,NA,0,0,NA,2,0,0,NA,NA,NA,NA,2,0,0,NA,NA,NA,NA,NA,0,NA,NA,4,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
8,10,41.51441,-73.45347,2010,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,323,0,0,51,0,0,216,13,21,0,0,0,0,2,3,2,8,4,0,0,0,3,0,0,56
8,10,41.51421,-73.45345,2010,NA,NA,0,NA,NA,5,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,5,323,0,0,51,0,0,216,13,21,0,0,0,0,2,3,2,8,4,0,0,0,3,0,0,56
8,10,41.51432,-73.45328,2011,0,NA,0,0,NA,3,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,3,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
8,10,41.42433,-73.45281,2010,NA,NA,3,NA,NA,3,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,6,323,0,0,51,0,0,216,13,21,0,0,0,0,2,3,2,8,4,0,0,0,3,0,0,56
8,10,41.42396,-73.45259,2011,0,NA,4,0,NA,5,0,0,NA,NA,NA,NA,0,2,2,NA,NA,NA,NA,NA,0,NA,NA,13,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
8,10,41.50221,-73.45173,2010,NA,NA,0,NA,NA,4,0,0,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,0,NA,NA,5,323,0,0,51,0,0,216,13,21,0,0,0,0,2,3,2,8,4,0,0,0,3,0,0,56
8,10,41.5023,-73.45167,2011,0,NA,0,0,NA,3,0,2,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,5,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
8,10,41.42748,-73.44947,2010,NA,NA,4,NA,NA,2,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,6,323,0,0,51,0,0,216,13,21,0,0,0,0,2,3,2,8,4,0,0,0,3,0,0,56
8,10,41.57163,-73.44348,2010,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,323,0,0,51,0,0,216,13,21,0,0,0,0,2,3,2,8,4,0,0,0,3,0,0,56
8,10,41.51289,-73.44115,2010,NA,NA,0,NA,NA,2,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,2,323,0,0,51,0,0,216,13,21,0,0,0,0,2,3,2,8,4,0,0,0,3,0,0,56
8,10,41.47025,-73.43504,2010,NA,NA,0,NA,NA,2,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,2,323,0,0,51,0,0,216,13,21,0,0,0,0,2,3,2,8,4,0,0,0,3,0,0,56
8,10,41.4704,-73.43467,2010,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,323,0,0,51,0,0,216,13,21,0,0,0,0,2,3,2,8,4,0,0,0,3,0,0,56
8,10,41.44728,-73.42957,2010,NA,NA,3,NA,NA,3,0,2,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,8,323,0,0,51,0,0,216,13,21,0,0,0,0,2,3,2,8,4,0,0,0,3,0,0,56
9,0,41.5139,-73.46336,2012,0,NA,0,NA,NA,5,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,5,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,0,41.51258,-73.44123,2011,0,NA,0,0,NA,3,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,3,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,1,41.5707,-73.4887,2012,0,NA,2,NA,NA,3,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,5,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,1,41.571,-73.48846,2012,0,NA,0,NA,NA,3,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,3,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,1,41.4244,-73.45277,2012,0,NA,2,NA,NA,4,0,2,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,8,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,1,41.4243,-73.45272,2012,0,NA,3,NA,NA,4,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,7,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,1,41.4273,-73.4499,2012,0,NA,2,NA,NA,4,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,6,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,1,41.57142,-73.44352,2011,0,NA,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,1,41.5716,-73.44351,2012,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,0,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,1,41.51231,-73.44133,2011,0,NA,0,0,NA,3,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,3,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,1,41.5124,-73.44123,2012,0,NA,0,NA,NA,4,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,4,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,1,41.48027,-73.43552,2011,0,NA,0,0,NA,3,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,3,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,1,41.47031,-73.43502,2011,0,NA,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,1,41.4804,-73.43491,2012,0,NA,0,NA,NA,3,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,3,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,1,41.47036,-73.43443,2011,0,NA,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,2,41.5706,-73.48872,2012,0,NA,0,NA,NA,2,0,0,NA,0,NA,NA,0,0,NA,0,3,NA,NA,NA,0,NA,NA,5,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,2,41.5708,-73.48854,2012,0,NA,0,NA,NA,3,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,3,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,2,41.4245,-73.45284,2012,0,NA,2,NA,NA,4,0,2,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,8,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,2,41.5022,-73.45227,2012,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,0,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,2,41.4272,-73.44995,2012,0,NA,0,NA,NA,4,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,4,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,2,41.42766,-73.44929,2011,0,NA,0,0,NA,4,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,4,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,2,41.5716,-73.44362,2012,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,0,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,2,41.57145,-73.4427,2011,0,NA,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,2,41.5126,-73.44124,2012,0,NA,0,NA,NA,4,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,4,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,2,41.51293,-73.44117,2011,2,NA,0,0,NA,0,0,2,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,4,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,2,41.4802,-73.43542,2012,0,NA,0,NA,NA,3,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,3,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,2,41.48041,-73.43509,2011,0,NA,0,0,NA,3,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,3,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,2,41.4703,-73.43492,2012,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,0,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,2,41.44706,-73.42997,2011,0,NA,2,2,NA,0,2,2,NA,NA,NA,NA,0,2,0,NA,NA,NA,NA,NA,2,NA,NA,12,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,3,41.5143,-73.4534,2012,0,NA,0,NA,NA,3,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,3,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,3,41.5708,-73.48862,2012,0,NA,0,NA,NA,3,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,3,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,3,41.4245,-73.45288,2012,0,NA,2,NA,NA,5,0,2,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,9,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,3,41.5021,-73.45232,2012,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,0,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,3,41.4272,-73.45003,2012,0,NA,0,NA,NA,4,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,4,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,3,41.42762,-73.44931,2011,0,NA,2,0,NA,5,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,7,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,3,41.5716,-73.44375,2012,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,0,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,3,41.57144,-73.44276,2011,0,NA,0,0,NA,2,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,2,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,3,41.51251,-73.4413,2011,0,NA,0,0,NA,3,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,3,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,3,41.5122,-73.44124,2012,0,NA,0,NA,NA,2,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,2,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,3,41.4803,-73.43558,2012,0,NA,0,NA,NA,4,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,4,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,3,41.4804,-73.43499,2012,0,NA,0,NA,NA,4,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,4,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,3,41.48043,-73.43498,2011,0,NA,0,0,NA,4,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,4,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,3,41.47037,-73.43451,2011,0,NA,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,4,41.5705,-73.48869,2012,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,0,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,4,41.5139,-73.45335,2012,0,NA,0,NA,NA,2,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,2,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,4,41.51435,-73.45335,2012,NA,NA,0,NA,NA,2,0,0,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,2,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,4,41.5021,-73.45249,2012,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,0,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,4,41.5022,-73.45151,2012,0,NA,0,NA,NA,1,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,1,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,4,41.42759,-73.44934,2011,0,NA,2,0,NA,5,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,7,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,4,41.4276,-73.44931,2012,0,NA,0,NA,NA,3,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,3,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,4,41.57145,-73.44283,2011,0,NA,0,0,NA,4,0,2,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,6,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,4,41.5715,-73.44279,2012,0,NA,0,NA,NA,2,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,2,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,4,41.51296,-73.4412,2011,0,NA,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,4,41.5127,-73.44117,2012,0,NA,0,NA,NA,4,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,4,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,4,41.47027,-73.43514,2011,0,NA,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,4,41.4703,-73.43502,2012,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,0,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,4,41.48051,-73.434607,2011,0,NA,0,3,NA,0,0,0,NA,NA,NA,NA,3,0,1,NA,NA,NA,NA,NA,0,NA,NA,7,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,5,41.5145,-73.4534,2012,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,0,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,5,41.5141,-73.45338,2012,0,NA,0,NA,NA,5,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,5,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,5,41.4238,-73.45255,2012,0,NA,0,NA,NA,3,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,3,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,5,41.5022,-73.45158,2012,0,NA,0,NA,NA,3,0,2,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,5,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,5,41.4276,-73.44938,2012,0,NA,2,NA,NA,4,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,6,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,5,41.57145,-73.44297,2011,0,NA,0,0,NA,4,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,4,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,5,41.5715,-73.44285,2012,0,NA,0,NA,NA,5,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,5,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,5,41.51268,-73.4412,2011,0,NA,0,0,NA,3,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,3,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,5,41.5129,-73.44118,2012,0,NA,0,NA,NA,4,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,4,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,5,41.48041,-73.4352,2011,0,NA,0,0,NA,2,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,2,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,5,41.4804,-73.43513,2012,0,NA,0,NA,NA,4,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,4,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,5,41.48051,-73.43461,2011,0,NA,2,0,NA,4,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,6,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,5,41.44734,-73.42949,2011,0,NA,2,0,NA,4,0,0,NA,NA,NA,NA,0,2,0,NA,NA,NA,NA,NA,0,NA,NA,8,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,6,41.5146,-73.45346,2012,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,0,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,6,41.514,-73.45338,2012,0,NA,0,NA,NA,5,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,5,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,6,41.4239,-73.45257,2012,0,NA,2,NA,NA,4,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,6,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,6,41.5022,-73.45164,2012,0,NA,2,NA,NA,4,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,6,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,6,41.4276,-73.44942,2012,0,NA,0,NA,NA,5,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,5,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,6,41.57146,-73.44309,2011,0,NA,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,6,41.5715,-73.44293,2012,0,NA,0,NA,NA,5,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,5,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,6,41.51287,-73.44121,2011,0,NA,0,0,NA,2,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,2,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,6,41.5129,-73.44118,2012,0,NA,0,NA,NA,2,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,2,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,6,41.47026,-73.43522,2011,0,NA,0,0,NA,5,0,2,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,7,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,6,41.4703,-73.43517,2012,0,NA,0,NA,NA,4,0,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,4,376,2,0,45,0,0,266,11,24,0,2,0,0,2,8,0,5,7,0,0,0,4,0,0,65
9,6,41.47037,-73.43464,2011,0,NA,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
9,6,41.4473,-73.42953,2011,0,NA,0,0,NA,2,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,2,355,2,0,64,5,0,241,-1,12,0,0,0,0,5,14,11,0,0,0,0,0,2,0,0,50
